@RELATION <40-flow-features>

@ATTRIBUTE srcip STRING
@ATTRIBUTE srcport NUMERIC
@ATTRIBUTE dstip STRING
@ATTRIBUTE dstport NUMERIC
@ATTRIBUTE proto NUMERIC
@ATTRIBUTE total_fpackets NUMERIC
@ATTRIBUTE total_fvolume NUMERIC
@ATTRIBUTE total_bpackets NUMERIC
@ATTRIBUTE total_bvolume NUMERIC
@ATTRIBUTE min_fpktl NUMERIC
@ATTRIBUTE mean_fpktl NUMERIC
@ATTRIBUTE max_fpktl NUMERIC
@ATTRIBUTE std_fpktl NUMERIC
@ATTRIBUTE min_bpktl NUMERIC
@ATTRIBUTE mean_bpktl NUMERIC
@ATTRIBUTE max_bpktl NUMERIC
@ATTRIBUTE std_bpktl NUMERIC
@ATTRIBUTE min_fiat NUMERIC
@ATTRIBUTE mean_fiat NUMERIC
@ATTRIBUTE max_fiat NUMERIC
@ATTRIBUTE std_fiat NUMERIC
@ATTRIBUTE min_biat NUMERIC
@ATTRIBUTE mean_biat NUMERIC
@ATTRIBUTE max_biat NUMERIC
@ATTRIBUTE std_biat NUMERIC
@ATTRIBUTE duration NUMERIC
@ATTRIBUTE min_active NUMERIC
@ATTRIBUTE mean_active NUMERIC
@ATTRIBUTE max_active NUMERIC
@ATTRIBUTE std_active NUMERIC
@ATTRIBUTE min_idle NUMERIC
@ATTRIBUTE mean_idle NUMERIC
@ATTRIBUTE max_idle NUMERIC
@ATTRIBUTE std_idle NUMERIC
@ATTRIBUTE sflow_fpackets NUMERIC
@ATTRIBUTE sflow_fbytes NUMERIC
@ATTRIBUTE sflow_bpackets NUMERIC
@ATTRIBUTE sflow_bbytes NUMERIC
@ATTRIBUTE fpsh_cnt NUMERIC
@ATTRIBUTE bpsh_cnt NUMERIC
@ATTRIBUTE furg_cnt NUMERIC
@ATTRIBUTE burg_cnt NUMERIC
@ATTRIBUTE total_fhlen NUMERIC
@ATTRIBUTE total_bhlen NUMERIC

@DATA
192.168.1.193,3125,192.168.1.249,49152,6,6,514,5,1438,52,85,238,74,52,287,1222,522,81,1968,3986,1851,78,2512,5893,2627,3008504,11729,5864,11729,8293,2996775,2996775,2996775,0,3,257,2,719,1,1,0,0,328,268
192.168.1.143,25067,52.76.40.177,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,120063,120063,120063,120063,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,25067,52.76.46.19,3478,17,1,56,1,96,56,56,56,0,96,96,96,0,0,0,0,0,0,0,0,0,120116,120116,120116,120116,0,0,0,0,0,1,56,1,96,0,0,0,0,28,20
192.168.1.143,60783,52.76.210.178,80,6,6,360,5,507,40,60,148,43,40,101,335,130,69,48625,122247,66450,102,60728,121261,69584,362579,362579,362579,362579,0,0,0,0,0,6,360,5,507,1,1,0,0,252,212
192.168.1.143,25068,52.76.46.19,3478,17,16,896,0,0,56,56,56,0,-1,-1,-1,0,11795,90043,251901,89155,0,0,0,0,1350656,1350656,1350656,1350656,0,0,0,0,0,16,896,0,0,0,0,0,0,328,0
192.168.1.143,25067,149.171.37.162,25067,17,7,392,0,0,56,56,56,0,-1,-1,-1,0,187835,201330,264064,30776,0,0,0,0,1207983,1207983,1207983,1207983,0,0,0,0,0,7,392,0,0,0,0,0,0,148,0
192.168.1.143,25067,52.76.46.19,8089,17,1,41,0,0,41,41,41,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,0,0,0,0,0,0,28,0
192.168.1.166,48788,192.168.1.1,53,17,1,65,1,270,65,65,65,0,270,270,270,0,0,0,0,0,0,0,0,0,284023,284023,284023,284023,0,0,0,0,0,1,65,1,270,0,0,0,0,28,20
192.168.1.166,52569,89.30.121.150,80,6,8,2269,5,558,52,283,1500,499,52,111,317,115,87,169392,345323,157577,63858,227533,286861,109169,1185748,1185748,1185748,1185748,0,0,0,0,0,8,2269,5,558,2,2,0,0,424,268
192.168.1.240,37320,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,157,157,157,0,108,108,108,0,2306,2306,2306,2306,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,53199,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,154,154,154,0,108,108,108,0,2331,2331,2331,2331,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,50276,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,151,151,151,0,105,105,105,0,2332,2332,2332,2332,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.177,59817,176.31.232.79,443,6,12,1465,12,5435,52,122,394,129,52,452,1500,597,337,269980,1056487,337506,69,258523,512638,223855,67898961,390637,1545052,2699467,1632589,64808857,64808857,64808857,0,6,732,6,2717,3,5,0,0,632,632
192.168.1.241,68,192.168.1.1,67,17,1,335,1,328,335,335,335,0,328,328,328,0,0,0,0,0,0,0,0,0,1897,1897,1897,1897,0,0,0,0,0,1,335,1,328,0,0,0,0,28,20
192.168.1.193,3139,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,5403,5647,6119,324,68,5094,10178,5470,24198,24198,24198,24198,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3140,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,2507,4686,8312,2716,77,3462,7840,3572,19702,19702,19702,19702,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3611,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,80,2843,7871,3210,31,2798,9010,3591,20721,20721,20721,20721,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3613,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,59,4279,9931,4089,33,4262,14110,5733,26408,26408,26408,26408,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3615,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,57,2843,9592,3682,58,3198,10117,4873,20160,20160,20160,20160,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3616,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,538,5444,12117,4975,56,4363,16400,6284,33319,33319,33319,33319,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.240,46875,176.32.98.204,443,6,346,25646,372,27141,40,74,1500,93,40,72,1500,112,65,169127,1261464,183548,82,153074,935440,175282,4310175483,5849,360487,1800950,247273,1031588,28371612,30027532,5274823,2,169,2,179,180,191,0,0,13860,14888
192.168.1.249,43130,192.168.1.1,53,17,1,69,1,485,69,69,69,0,485,485,485,0,0,0,0,0,0,0,0,0,20299,20299,20299,20299,0,0,0,0,0,1,69,1,485,0,0,0,0,28,20
192.168.1.249,57102,192.168.1.1,53,17,2,120,2,528,60,60,60,0,262,264,266,2,140,140,140,0,47036,47036,47036,0,332334,332334,332334,332334,0,0,0,0,0,2,120,2,528,0,0,0,0,48,40
192.168.1.249,50163,192.168.1.1,53,17,2,120,2,262,60,60,60,0,129,131,133,2,131,131,131,0,398,398,398,0,793,793,793,793,0,0,0,0,0,2,120,2,262,0,0,0,0,48,40
192.168.1.249,43404,192.168.1.1,53,17,1,69,1,485,69,69,69,0,485,485,485,0,0,0,0,0,0,0,0,0,9763,9763,9763,9763,0,0,0,0,0,1,69,1,485,0,0,0,0,28,20
192.168.1.240,39729,207.171.178.6,123,17,2,152,2,152,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,51412056,143836,143923,144010,123,51124210,51124210,51124210,0,1,76,1,76,0,0,0,0,48,40
192.168.1.227,42978,192.168.1.1,53,17,1,66,1,404,66,66,66,0,404,404,404,0,0,0,0,0,0,0,0,0,9236,9236,9236,9236,0,0,0,0,0,1,66,1,404,0,0,0,0,28,20
192.168.1.193,4676,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,6899,9194,12872,2694,549,10290,22597,10663,43412,43412,43412,43412,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4678,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,67,11766,30670,13222,56,11304,29366,14118,50059,50059,50059,50059,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4513,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,61,9632,33857,12574,71,9123,35082,14217,60767,60767,60767,60767,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4515,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1520,5924,15333,4885,64,4746,12486,6011,36218,36218,36218,36218,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4517,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1583,6031,15263,5353,33,5894,23740,9388,36939,36939,36939,36939,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4518,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,53,7457,17755,7786,33,7452,27467,11256,45505,45505,45505,45505,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.241,34409,103.38.120.36,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,4499,4499,4499,4499,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.112,26026,62.210.93.120,25050,6,9,795,9,448,40,88,301,87,40,49,64,10,920,358378,417624,144520,5991,358284,417297,142455,3177208,3177208,3177208,3177208,0,0,0,0,0,9,795,9,448,5,5,0,0,368,364
192.168.1.240,51752,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,161,161,161,0,107,107,107,0,2277,2277,2277,2277,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,53597,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,1720,1720,1720,0,1531,1531,1531,0,3108,3108,3108,3108,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,56462,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,840,840,840,0,603,603,603,0,2165,2165,2165,2165,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.241,52215,121.0.0.42,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,15272,15272,15272,15272,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.223,3732,192.168.1.193,3222,17,2,672,0,0,336,336,336,0,-1,-1,-1,0,101254,101254,101254,0,0,0,0,0,101254,101254,101254,101254,0,0,0,0,0,2,672,0,0,0,0,0,0,48,0
192.168.1.223,3731,192.168.1.193,3222,17,30,10080,0,0,336,336,336,0,-1,-1,-1,0,54,91075,115809,38068,0,0,0,0,1031572659,150,250457,324623,134629,132020695,147081285,173966183,14381480,3,1260,0,0,0,0,0,0,608,0
192.168.1.196,4641,192.168.1.1,53,17,1,58,1,540,58,58,58,0,540,540,540,0,0,0,0,0,0,0,0,0,4300,4300,4300,4300,0,0,0,0,0,1,58,1,540,0,0,0,0,28,20
192.168.1.196,4640,27.124.125.250,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,51036,51036,51036,51036,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.227,50121,54.251.165.219,50443,6,73,8672,41,8268,52,118,606,82,52,201,1500,314,64,156821,539067,116288,88,153458,305283,109484,6275538576,0,172398,968965,195019,1079977,184397194,236007300,94812980,2,247,1,236,40,35,0,0,3804,2152
192.168.1.240,47388,192.168.1.1,53,17,1,74,1,312,74,74,74,0,312,312,312,0,0,0,0,0,0,0,0,0,281111,281111,281111,281111,0,0,0,0,0,1,74,1,312,0,0,0,0,28,20
192.168.1.240,37637,54.239.26.180,443,6,14,3539,11,3684,40,252,1500,400,40,334,1500,578,67,110149,261453,109612,82,115104,345908,140658,2432299,47525,665751,1283978,874304,1100796,1100796,1100796,0,7,1769,5,1842,4,5,0,0,580,448
192.168.1.193,4685,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3140,5398,8164,2075,65,7439,16506,8201,31125,31125,31125,31125,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4523,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,32,4021,10660,4305,59,4115,13493,5963,26670,26670,26670,26670,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4686,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3445,8574,11546,3669,1730,8454,16307,6585,35447,35447,35447,35447,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,4526,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,81,4875,12778,4946,63,5598,21055,8283,34421,34421,34421,34421,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4528,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,48,6209,14856,6156,54,5917,21798,8896,38010,38010,38010,38010,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,4529,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,59,2080,9493,3765,35,2453,7163,2719,15620,15620,15620,15620,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.177,138,192.168.1.255,138,17,2,480,0,0,237,240,243,4,-1,-1,-1,0,476,476,476,0,0,0,0,0,476,476,476,476,0,0,0,0,0,2,480,0,0,0,0,0,0,48,0
192.168.1.223,3733,192.168.1.193,3222,17,6,2016,0,0,336,336,336,0,-1,-1,-1,0,32548,88558,109273,37368,0,0,0,0,160318439,106460,177116,247772,99922,159964207,159964207,159964207,0,3,1008,0,0,0,0,0,0,128,0
192.168.1.193,3295,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,139,2316,3285,1470,284,2328,5011,2231,10239,10239,10239,10239,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3293,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,2100,8226,19854,7961,52,8934,22321,10477,36723,36723,36723,36723,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3297,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,3138,8718,19445,7489,236,8778,21995,10262,36857,36857,36857,36857,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3627,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,81,4916,14449,5747,71,4975,13275,5122,32038,32038,32038,32038,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3629,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,66,6724,18038,6463,63,6244,11936,5357,41069,41069,41069,41069,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3628,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,59,7200,17090,6048,56,6632,14086,5877,43957,43957,43957,43957,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.177,58419,192.168.1.1,53,17,1,64,1,64,64,64,64,0,64,64,64,0,0,0,0,0,0,0,0,0,339,339,339,339,0,0,0,0,0,1,64,1,64,0,0,0,0,28,20
192.168.1.177,56392,192.168.1.1,53,17,1,62,1,156,62,62,62,0,156,156,156,0,0,0,0,0,0,0,0,0,307151,307151,307151,307151,0,0,0,0,0,1,62,1,156,0,0,0,0,28,20
192.168.1.177,45564,192.168.1.1,53,17,1,66,1,66,66,66,66,0,66,66,66,0,0,0,0,0,0,0,0,0,368,368,368,368,0,0,0,0,0,1,66,1,66,0,0,0,0,28,20
192.168.1.177,58171,192.168.1.1,53,17,1,62,1,134,62,62,62,0,134,134,134,0,0,0,0,0,0,0,0,0,3203,3203,3203,3203,0,0,0,0,0,1,62,1,134,0,0,0,0,28,20
192.168.1.177,41832,192.168.1.1,53,17,1,68,1,68,68,68,68,0,68,68,68,0,0,0,0,0,0,0,0,0,306,306,306,306,0,0,0,0,0,1,68,1,68,0,0,0,0,28,20
192.168.1.143,39554,52.76.201.235,80,6,6,360,5,507,40,60,148,43,40,101,335,130,127,48996,122449,66591,107,61056,122587,69966,364060,364060,364060,364060,0,0,0,0,0,6,360,5,507,1,1,0,0,252,212
192.168.1.143,47815,192.168.1.1,53,17,1,72,1,439,72,72,72,0,439,439,439,0,0,0,0,0,0,0,0,0,9638,9638,9638,9638,0,0,0,0,0,1,72,1,439,0,0,0,0,28,20
192.168.1.166,48171,192.168.1.1,53,17,1,65,1,270,65,65,65,0,270,270,270,0,0,0,0,0,0,0,0,0,284857,284857,284857,284857,0,0,0,0,0,1,65,1,270,0,0,0,0,28,20
192.168.1.166,33210,89.30.121.150,80,6,8,2270,6,610,52,283,1500,499,52,101,317,105,56,172706,335068,162439,22107,186663,313929,143240,1208947,1208947,1208947,1208947,0,0,0,0,0,8,2270,6,610,2,2,0,0,424,320
192.168.1.240,44080,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,137,137,137,0,108,108,108,0,2356,2356,2356,2356,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,51560,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,156,156,156,0,113,113,113,0,2461,2461,2461,2461,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,53433,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,158,158,158,0,112,112,112,0,2373,2373,2373,2373,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.193,3631,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,61,4047,10028,4363,71,3643,10246,4709,26558,26558,26558,26558,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3634,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,64,4885,13834,5144,43,4337,11551,5320,30486,30486,30486,30486,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3637,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,57,4261,10910,4344,55,3974,13660,5381,28064,28064,28064,28064,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3638,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,65,5307,12248,4348,45,4813,12659,6022,32826,32826,32826,32826,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3639,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,61,5320,16243,5712,32,5262,14169,5967,34141,34141,34141,34141,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3640,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,48,6389,25220,9502,55,6072,19310,7682,39080,39080,39080,39080,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3313,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,596,9989,27404,11976,387,9922,22101,9169,41277,41277,41277,41277,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3642,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1321,7522,13351,5322,38,6806,21845,9464,45855,45855,45855,45855,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3643,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,81,2545,9204,3352,56,2583,6642,2874,16307,16307,16307,16307,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3304,192.168.1.249,49152,6,6,514,5,1438,52,85,238,74,52,287,1222,522,81,1889,4915,2311,486,1908,3539,1533,3000882,8780,4390,8780,6208,2992102,2992102,2992102,0,3,257,2,719,1,1,0,0,328,268
192.168.1.240,47383,72.21.207.120,443,6,14,3539,12,3724,40,252,1500,400,40,310,1500,557,96,111284,286113,109900,80,115963,330184,140045,18420921,0,447889,1296721,735484,1315046,8538627,15762208,10215686,4,1179,4,1241,4,5,0,0,580,488
192.168.1.240,46248,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,240,240,240,0,107,107,107,0,2392,2392,2392,2392,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,43094,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,151,151,151,0,102,102,102,0,2358,2358,2358,2358,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,46583,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,155,155,155,0,109,109,109,0,2398,2398,2398,2398,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,45356,8.8.8.8,53,17,1,66,1,82,66,66,66,0,82,82,82,0,0,0,0,0,0,0,0,0,2259,2259,2259,2259,0,0,0,0,0,1,66,1,82,0,0,0,0,28,20
192.168.1.177,59818,176.31.232.79,443,6,12,1465,12,5435,52,122,394,129,52,452,1500,597,431,207533,437541,209155,70,217184,478780,224089,67485305,478850,1276847,2074845,1128538,64931610,64931610,64931610,0,6,732,6,2717,3,5,0,0,632,632
192.168.1.240,46435,206.108.0.132,123,17,18,1368,18,1368,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,3758935747,209447,209529,209594,46,50217804,220892012,321638957,128426025,1,76,1,76,0,0,0,0,368,360
192.168.1.177,137,127.0.0.1,137,17,5,480,0,0,96,96,96,0,-1,-1,-1,0,45,697,2621,1282,0,0,0,0,2788,2788,2788,2788,0,0,0,0,0,5,480,0,0,0,0,0,0,108,0
192.168.1.193,3839,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,116,4960,8911,3283,79,5128,19913,7795,32092,32092,32092,32092,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3454,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,74,3590,6233,2572,54,4163,11131,5282,17906,17906,17906,17906,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3455,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,64,4635,13420,6296,62,5337,14843,6852,21987,21987,21987,21987,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3456,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,133,5933,13045,5363,63,5165,10805,5592,25152,25152,25152,25152,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3844,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,2214,4156,6593,1831,39,4587,16292,6526,28667,28667,28667,28667,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3845,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1352,4400,11556,4035,68,4322,12699,5685,27077,27077,27077,27077,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3847,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,88,3030,11219,4104,34,2999,8416,3692,18835,18835,18835,18835,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.112,25587,192.168.1.1,53,17,2,128,2,636,64,64,64,0,318,318,318,0,0,0,0,0,0,0,0,0,527570748,407,408,409,1,527569932,527569932,527569932,0,1,64,1,318,0,0,0,0,48,40
192.168.1.223,3734,192.168.1.193,3222,17,10,3360,0,0,336,336,336,0,-1,-1,-1,0,104515,107489,110264,2259,0,0,0,0,354477344,106033,250808,325025,125392,176831759,176862459,176893159,43416,3,1120,0,0,0,0,0,0,208,0
192.168.1.240,50000,239.255.255.250,1900,17,4,566,0,0,134,141,149,8,-1,-1,-1,0,101319,103643,107650,3484,0,0,0,0,310931,310931,310931,310931,0,0,0,0,0,4,566,0,0,0,0,0,0,88,0
192.168.1.240,58757,192.168.1.1,53,17,1,61,1,274,61,61,61,0,274,274,274,0,0,0,0,0,0,0,0,0,365182,365182,365182,365182,0,0,0,0,0,1,61,1,274,0,0,0,0,28,20
192.168.1.196,4642,220.233.156.30,123,17,1,76,1,76,76,76,76,0,76,76,76,0,0,0,0,0,0,0,0,0,2503,2503,2503,2503,0,0,0,0,0,1,76,1,76,0,0,0,0,28,20
192.168.1.196,4643,192.168.1.1,53,17,1,58,1,528,58,58,58,0,528,528,528,0,0,0,0,0,0,0,0,0,4276,4276,4276,4276,0,0,0,0,0,1,58,1,528,0,0,0,0,28,20
192.168.1.112,26027,62.210.251.83,25050,6,9,795,9,448,40,88,301,87,40,49,64,10,1122,358396,411252,144367,994,358224,413067,144359,3166232,3166232,3166232,3166232,0,0,0,0,0,9,795,9,448,5,5,0,0,368,364
192.168.1.223,3735,192.168.1.1,53,17,2,135,2,632,60,67,75,10,203,316,429,159,11295,11295,11295,0,2647,2647,2647,0,11619,11619,11619,11619,0,0,0,0,0,2,135,2,632,0,0,0,0,48,40
192.168.1.193,3464,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,4287,7858,13138,4349,61,8359,18683,9710,35324,35324,35324,35324,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3465,192.168.1.249,49152,6,5,454,5,1438,52,90,238,82,52,287,1222,522,6781,10228,15778,3880,67,10507,24028,11575,43441,43441,43441,43441,0,0,0,0,0,5,454,5,1438,1,1,0,0,268,268
192.168.1.193,3852,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,1959,7010,12313,4911,36,6130,16957,8014,43129,43129,43129,43129,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3854,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,2025,6447,14841,5561,58,6789,27787,10877,41862,41862,41862,41862,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3856,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,57,6258,13993,5757,41,5981,16855,8007,39080,39080,39080,39080,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.193,3857,192.168.1.223,49153,6,7,555,7,3989,52,79,235,68,52,569,1500,657,69,2491,7956,2923,59,2590,6429,2739,16363,16363,16363,16363,0,0,0,0,0,7,555,7,3989,1,2,0,0,372,372
192.168.1.240,43378,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,164,164,164,0,110,110,110,0,2492,2492,2492,2492,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,47144,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,152,152,152,0,107,107,107,0,2430,2430,2430,2430,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.240,54338,8.8.8.8,53,17,2,122,2,166,61,61,61,0,77,83,89,8,3289,3289,3289,0,3084,3084,3084,0,4656,4656,4656,4656,0,0,0,0,0,2,122,2,166,0,0,0,0,48,40
192.168.1.223,3735,192.168.1.193,3222,17,7,2352,0,0,336,336,336,0,-1,-1,-1,0,105633,106909,109908,2008,0,0,0,0,277506017,0,142546,321620,163891,121134999,138539189,155943379,24613241,2,784,0,0,0,0,0,0,148,0
